2026-06-10 22:01:26.124751,31.326057776792172,75.57663926869482,SAFE,NONE
2026-06-10 22:01:29.137750,31.326224764434386,75.57686406138492,SAFE,NONE
2026-06-10 22:01:32.141908,31.326184592462504,75.57710036863715,SAFE,NONE
2026-06-10 22:01:35.172266,31.326486727601576,75.57688495715426,SAFE,NONE
2026-06-10 22:01:38.184525,31.326828803128613,75.57704713061797,SAFE,NONE
2026-06-10 22:01:41.187780,31.32662811315638,75.57678446735034,SAFE,NONE
2026-06-10 22:01:44.190163,31.32675516733931,75.5772050839368,SAFE,NONE
2026-06-10 22:01:47.195279,31.326585913036407,75.57719313233106,SAFE,NONE
2026-06-10 22:01:50.255321,31.326824536241542,75.57733681657136,SAFE,NONE
2026-06-10 22:01:53.260321,31.327309797673298,75.5770374875035,SAFE,NONE
2026-06-10 22:01:56.276419,31.32699968957272,75.57752518929799,SAFE,NONE
2026-06-10 22:01:59.287492,31.327318422208265,75.57722574740217,SAFE,NONE
2026-06-10 22:02:02.296642,31.327439982550732,75.5772539954628,SAFE,NONE
2026-06-10 22:02:05.298049,31.327540649572658,75.57709373283072,SAFE,NONE
2026-06-10 22:02:08.299668,31.32733549783473,75.57704406687488,SAFE,NONE
2026-06-10 22:02:11.305410,31.327563444433473,75.57730543262761,SAFE,NONE
2026-06-10 22:02:14.323748,31.3278480122857,75.57750321859389,THEFT DETECTED,Vehicle Outside Safe Zone
2026-06-10 22:02:17.336149,31.328150899555105,75.57736875979714,THEFT DETECTED,Vehicle Outside Safe Zone
2026-06-10 22:02:20.352123,31.327724349054854,75.57703701419936,SAFE,NONE
2026-06-10 22:02:23.365111,31.32725353299289,75.57668018157068,SAFE,NONE
2026-06-10 22:02:26.379370,31.326970343883957,75.5770962712028,SAFE,NONE
2026-06-10 22:02:29.382576,31.32729852158731,75.5766713499777,SAFE,NONE
2026-06-10 22:02:32.396009,31.32740519723194,75.576596376155,SAFE,NONE
2026-06-10 22:02:35.405058,31.327381822753196,75.57701985680671,SAFE,NONE
2026-06-10 22:02:38.420764,31.3276682142349,75.57680069266995,SAFE,NONE
2026-06-10 22:02:41.432128,31.32774535820755,75.5772503358459,THEFT DETECTED,Vehicle Outside Safe Zone
2026-06-10 22:02:44.441427,31.327734664490663,75.57676759272711,SAFE,NONE
2026-06-10 22:02:47.453531,31.32793849387472,75.57638684739038,SAFE,NONE
2026-06-10 22:02:50.463004,31.328281121030383,75.57662858457714,THEFT DETECTED,Vehicle Outside Safe Zone
2026-06-10 22:02:53.472336,31.328642575035502,75.57623786014717,THEFT DETECTED,Vehicle Outside Safe Zone
2026-06-10 22:02:56.482947,31.32840434229906,75.5764493423558,THEFT DETECTED,Vehicle Outside Safe Zone
2026-06-10 22:02:59.491784,31.328010958742112,75.57656813493693,THEFT DETECTED,Vehicle Outside Safe Zone
2026-06-10 22:03:02.506101,31.328093453157482,75.57636929669641,THEFT DETECTED,Vehicle Outside Safe Zone
2026-06-10 22:03:05.524551,31.32792402484218,75.57644031367299,SAFE,NONE
2026-06-10 22:03:08.534814,31.327742674560753,75.57637564489974,SAFE,NONE
